# ----------------------------------------
# Misconfigured Deep Links
# ----------------------------------------
Below is a list of your top misconfigured Deep Links ordered by mobile web engagement over the last 30 days.
Your report will contain no data if you do not have an active web stream in this property for the associated web activity.
Fix these deep links to improve your mobile end user experience and drive traffic into your app.
Visit the Play Console Deep Links page (for Android Links) or the Help Center article below to learn more about deep links:
https://support.google.com/googleplay/android-developer/answer/12463044
https://support.google.com/analytics/answer/15243451
# ----------------------------------------
App,Platform,Misconfigured Deep Link,Key events,Total Users,Bounced Sessions,Engaged Sessions,Sessions,Bounce Rate
com.afuchat.afuapp,Android,https://afuchat.com/.*,-,-,-,-,-,-
com.afuchat.afuapp,Android,https://www.afuchat.com/.*,-,-,-,-,-,-
